tanggal,komoditas_normalisasi,commodity,kategori_kota,harga_rata_rata,harga_terendah,harga_tertinggi
2024-02-28,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,90000,95000
2024-02-29,Cabai Merah Keriting,Curly Chilies,Bandung,90000,80000,95000
2024-03-01,Cabai Merah Keriting,Curly Chilies,Bandung,90000,80000,95000
2024-03-04,Cabai Merah Keriting,Curly Chilies,Bandung,90000,80000,95000
2024-03-05,Cabai Merah Keriting,Curly Chilies,Bandung,90000,80000,95000
2024-03-06,Cabai Merah Keriting,Curly Chilies,Bandung,90000,80000,95000
2024-03-07,Cabai Merah Keriting,Curly Chilies,Bandung,86666.67,80000,90000
2024-03-08,Cabai Merah Keriting,Curly Chilies,Bandung,88333.33,85000,90000
2024-03-11,Cabai Merah Keriting,Curly Chilies,Bandung,88333.33,85000,90000
2024-03-12,Cabai Merah Keriting,Curly Chilies,Bandung,88333.33,85000,90000
2024-03-13,Cabai Merah Keriting,Curly Chilies,Bandung,103333.33,100000,105000
2024-03-14,Cabai Merah Keriting,Curly Chilies,Bandung,103333.33,100000,105000
2024-03-15,Cabai Merah Keriting,Curly Chilies,Bandung,106666.67,100000,110000
2024-03-18,Cabai Merah Keriting,Curly Chilies,Bandung,86666.67,80000,90000
2024-03-19,Cabai Merah Keriting,Curly Chilies,Bandung,83333.33,70000,90000
2024-03-20,Cabai Merah Keriting,Curly Chilies,Bandung,76666.67,70000,80000
2024-03-21,Cabai Merah Keriting,Curly Chilies,Bandung,68333.33,65000,70000
2024-03-22,Cabai Merah Keriting,Curly Chilies,Bandung,68333.33,65000,70000
2024-03-25,Cabai Merah Keriting,Curly Chilies,Bandung,63333.33,60000,65000
2024-03-26,Cabai Merah Keriting,Curly Chilies,Bandung,63333.33,60000,65000
2024-03-27,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-03-28,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-03-29,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-01,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-02,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-03,Cabai Merah Keriting,Curly Chilies,Bandung,63333.33,60000,65000
2024-04-04,Cabai Merah Keriting,Curly Chilies,Bandung,63333.33,60000,65000
2024-04-05,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-08,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-09,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-10,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-11,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-12,Cabai Merah Keriting,Curly Chilies,Bandung,122200,122200,122200
2024-04-15,Cabai Merah Keriting,Curly Chilies,Bandung,71666.67,65000,75000
2024-04-16,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-17,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-18,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-19,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-04-22,Cabai Merah Keriting,Curly Chilies,Bandung,55000,55000,55000
2024-04-23,Cabai Merah Keriting,Curly Chilies,Bandung,55000,55000,55000
2024-04-24,Cabai Merah Keriting,Curly Chilies,Bandung,55000,55000,55000
2024-04-25,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-04-26,Cabai Merah Keriting,Curly Chilies,Bandung,56666.67,50000,60000
2024-04-29,Cabai Merah Keriting,Curly Chilies,Bandung,56666.67,50000,60000
2024-04-30,Cabai Merah Keriting,Curly Chilies,Bandung,56666.67,50000,60000
2024-05-01,Cabai Merah Keriting,Curly Chilies,Bandung,56666.67,50000,60000
2024-05-02,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-05-03,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-05-06,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-05-07,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-05-08,Cabai Merah Keriting,Curly Chilies,Bandung,61666.67,55000,65000
2024-05-09,Cabai Merah Keriting,Curly Chilies,Bandung,61666.67,55000,65000
2024-05-10,Cabai Merah Keriting,Curly Chilies,Bandung,61666.67,55000,65000
2024-05-13,Cabai Merah Keriting,Curly Chilies,Bandung,55000,55000,55000
2024-05-14,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-15,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-16,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-17,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-20,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-21,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-22,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-23,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-24,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-27,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-28,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-05-29,Cabai Merah Keriting,Curly Chilies,Bandung,50000,50000,50000
2024-05-30,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-05-31,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-06-03,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-06-04,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-05,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-06,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-07,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-10,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-11,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-12,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-13,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-14,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-17,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-18,Cabai Merah Keriting,Curly Chilies,Bandung,60000,60000,60000
2024-06-19,Cabai Merah Keriting,Curly Chilies,Bandung,65000,65000,65000
2024-06-20,Cabai Merah Keriting,Curly Chilies,Bandung,65000,65000,65000
2024-06-21,Cabai Merah Keriting,Curly Chilies,Bandung,73333.33,60000,80000
2024-06-24,Cabai Merah Keriting,Curly Chilies,Bandung,70000,60000,75000
2024-06-25,Cabai Merah Keriting,Curly Chilies,Bandung,68333.33,55000,75000
2024-06-26,Cabai Merah Keriting,Curly Chilies,Bandung,68333.33,55000,75000
2024-06-27,Cabai Merah Keriting,Curly Chilies,Bandung,58333.33,55000,60000
2024-06-28,Cabai Merah Keriting,Curly Chilies,Bandung,56666.67,50000,60000
2024-07-01,Cabai Merah Keriting,Curly Chilies,Bandung,50000,50000,50000
2024-07-02,Cabai Merah Keriting,Curly Chilies,Bandung,50000,50000,50000
2024-07-03,Cabai Merah Keriting,Curly Chilies,Bandung,50000,50000,50000
2024-07-04,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-07-05,Cabai Merah Keriting,Curly Chilies,Bandung,53333.33,50000,55000
2024-07-08,Cabai Merah Keriting,Curly Chilies,Bandung,91200,91200,91200
2024-01-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72255.32,65000,80000
2024-01-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75848.21,70000,80000
2024-01-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,76482.46,70000,80000
2024-01-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,76075.47,70000,80000
2024-01-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75627.27,70000,80000
2024-01-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75113.64,70000,80000
2024-01-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75113.64,70000,80000
2024-01-08,Cabai Merah Keriting,Curly Chilies,Jabodetabek,88700,70000,118900
2024-01-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74868.42,70000,80000
2024-01-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74669.81,70000,80000
2024-01-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74364.41,70000,80000
2024-01-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,73333.33,67500,80000
2024-01-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,71666.67,65000,80000
2024-01-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,70581.4,60000,80000
2024-01-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,69913.79,65000,75000
2024-01-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72884.62,67500,80000
2024-01-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,71562.5,65000,80000
2024-01-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,71517.54,65000,80000
2024-01-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,68868.42,62500,75000
2024-01-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,65975,60000,70000
2024-01-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,66166.67,60000,70000
2024-01-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,68245.45,65000,70000
2024-01-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,69698.28,64000,75000
2024-01-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72198.28,65000,80000
2024-01-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74429.82,70000,80000
2024-01-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,73771.19,67500,80000
2024-01-27,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74418.6,70000,80000
2024-01-28,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74390.24,70000,80000
2024-01-29,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72232.14,65000,80000
2024-01-30,Cabai Merah Keriting,Curly Chilies,Jabodetabek,71885.96,65000,80000
2024-01-31,Cabai Merah Keriting,Curly Chilies,Jabodetabek,70181.82,65000,75000
2024-02-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,66666.67,60000,70000
2024-02-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,69622.81,65000,75000
2024-02-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,70000,65000,75000
2024-02-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,69666.67,65000,75000
2024-02-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72718.18,67500,80000
2024-02-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,72758.93,65000,80000
2024-02-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74684.21,70000,80000
2024-02-08,Cabai Merah Keriting,Curly Chilies,Jabodetabek,81461.54,70000,98000
2024-02-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75132.08,70000,80000
2024-02-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75128.21,70000,80000
2024-02-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74487.18,70000,80000
2024-02-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74905.66,70000,80000
2024-02-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75636.36,70000,80000
2024-02-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,74893.62,70000,80000
2024-02-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,78703.7,72500,85000
2024-02-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,82227.27,75000,90000
2024-02-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,80875,70000,90000
2024-02-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,81951.22,75000,90000
2024-02-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,84363.64,80000,90000
2024-02-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,84732.14,80000,90000
2024-02-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,84912.28,80000,90000
2024-02-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,88772.73,80000,95000
2024-02-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,90618.18,80000,100000
2024-02-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,92558.14,85000,100000
2024-02-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,88720.93,80000,95000
2024-02-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,87508.93,80000,95000
2024-02-27,Cabai Merah Keriting,Curly Chilies,Jabodetabek,87293.1,80000,95000
2024-02-28,Cabai Merah Keriting,Curly Chilies,Jabodetabek,85219.3,80000,90000
2024-02-29,Cabai Merah Keriting,Curly Chilies,Jabodetabek,84517.54,80000,90000
2024-03-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,83616.07,80000,90000
2024-03-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,82857.14,75000,90000
2024-03-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,82500,75000,90000
2024-03-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,81666.67,75000,90000
2024-03-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,77962.96,70000,85000
2024-03-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,78272.73,70000,85000
2024-03-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,76462.96,70000,80000
2024-03-08,Cabai Merah Keriting,Curly Chilies,Jabodetabek,90230.77,77500,116000
2024-03-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75641.03,70000,80000
2024-03-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,75131.58,70000,80000
2024-03-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,77952.83,70000,85000
2024-03-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,79462.26,70000,90000
2024-03-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,90636.36,80000,100000
2024-03-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,90535.71,80000,100000
2024-03-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,86754.39,80000,95000
2024-03-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,83700,75000,90000
2024-03-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,79075,65000,90000
2024-03-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,71622.81,60000,85000
2024-03-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,67916.67,60000,80000
2024-03-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,65175.93,55000,80000
2024-03-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,61651.79,50000,77500
2024-03-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,59464.29,50000,70000
2024-03-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,57926.83,50000,70000
2024-03-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,58731.71,50000,70000
2024-03-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52785.71,45000,60000
2024-03-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51622.64,45000,60000
2024-03-27,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51083.33,44000,60000
2024-03-28,Cabai Merah Keriting,Curly Chilies,Jabodetabek,48843.14,42500,55000
2024-03-29,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49009.43,42500,55000
2024-03-30,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49256.41,45000,55000
2024-03-31,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49250,45000,55000
2024-04-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51826.92,45000,60000
2024-04-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50000,45000,55000
2024-04-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50255.81,42500,57500
2024-04-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51923.08,45000,60000
2024-04-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52028.3,45000,60000
2024-04-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49875,45000,55000
2024-04-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50000,45000,55000
2024-04-08,Cabai Merah Keriting,Curly Chilies,Jabodetabek,65676.92,50000,93450
2024-04-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,66600,50000,96450
2024-04-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,66600,50000,96450
2024-04-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,66600,50000,96450
2024-04-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52447.92,45000,60000
2024-04-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51625,45000,60000
2024-04-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52317.07,45000,60000
2024-04-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54120.37,50000,60000
2024-04-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51933.96,45000,60000
2024-04-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50431.03,40000,60000
2024-04-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50227.27,40000,60000
2024-04-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49954.55,40000,60000
2024-04-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,48048.78,40000,55000
2024-04-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49575,45000,55000
2024-04-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,59561.54,39000,96450
2024-04-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49243.59,40000,60000
2024-04-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,45283.78,40000,50000
2024-04-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,47634.15,45000,50000
2024-04-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50650,45000,60000
2024-04-27,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52541.67,45000,60000
2024-04-28,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54111.11,48000,60000
2024-04-29,Cabai Merah Keriting,Curly Chilies,Jabodetabek,59890.24,50000,70000
2024-04-30,Cabai Merah Keriting,Curly Chilies,Jabodetabek,63804.88,57500,70000
2024-05-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,62263.16,55000,70000
2024-05-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,62011.9,55000,70000
2024-05-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,58619.05,50000,65000
2024-05-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,55692.31,50000,60000
2024-05-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,58120,50000,65000
2024-05-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56232.56,50000,60000
2024-05-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,57206.52,50000,65000
2024-05-08,Cabai Merah Keriting,Curly Chilies,Jabodetabek,69238.46,52500,99650
2024-05-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56619.05,50000,65000
2024-05-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56488.37,50000,65000
2024-05-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53666.67,45000,60000
2024-05-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53103.45,45000,60000
2024-05-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53097.83,47500,60000
2024-05-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52655.56,46000,60000
2024-05-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53066.67,47500,60000
2024-05-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52281.25,45000,60000
2024-05-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53227.27,48000,60000
2024-05-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50781.25,45000,55000
2024-05-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52821.43,48000,60000
2024-05-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52766.67,47500,60000
2024-05-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52788.89,47500,60000
2024-05-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53116.28,47500,60000
2024-05-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52739.13,47500,60000
2024-05-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53022.73,48000,60000
2024-05-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53633.33,50000,60000
2024-05-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50096.77,45000,55000
2024-05-27,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52700,47500,60000
2024-05-28,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53636.36,50000,60000
2024-05-29,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54410.26,50000,60000
2024-05-30,Cabai Merah Keriting,Curly Chilies,Jabodetabek,55148.94,50000,60000
2024-05-31,Cabai Merah Keriting,Curly Chilies,Jabodetabek,55186.05,50000,60000
2024-06-01,Cabai Merah Keriting,Curly Chilies,Jabodetabek,53870.97,50000,60000
2024-06-02,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54218.75,50000,60000
2024-06-03,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54684.78,50000,60000
2024-06-04,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54617.65,50000,60000
2024-06-05,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54184.78,50000,60000
2024-06-06,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54836.73,50000,60000
2024-06-07,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54866.67,50000,60000
2024-06-09,Cabai Merah Keriting,Curly Chilies,Jabodetabek,54529.41,50000,60000
2024-06-10,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56633.33,52000,60000
2024-06-11,Cabai Merah Keriting,Curly Chilies,Jabodetabek,57842.86,55000,60000
2024-06-12,Cabai Merah Keriting,Curly Chilies,Jabodetabek,58025,54000,60000
2024-06-13,Cabai Merah Keriting,Curly Chilies,Jabodetabek,60250,55000,65000
2024-06-14,Cabai Merah Keriting,Curly Chilies,Jabodetabek,60236.84,55000,65000
2024-06-15,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56652.17,50000,60000
2024-06-16,Cabai Merah Keriting,Curly Chilies,Jabodetabek,58576.92,50000,65000
2024-06-17,Cabai Merah Keriting,Curly Chilies,Jabodetabek,63000,55000,70000
2024-06-18,Cabai Merah Keriting,Curly Chilies,Jabodetabek,62000,54000,70000
2024-06-19,Cabai Merah Keriting,Curly Chilies,Jabodetabek,62528.57,55000,70000
2024-06-20,Cabai Merah Keriting,Curly Chilies,Jabodetabek,63271.43,56500,70000
2024-06-21,Cabai Merah Keriting,Curly Chilies,Jabodetabek,59462.5,50000,67500
2024-06-22,Cabai Merah Keriting,Curly Chilies,Jabodetabek,56851.85,50000,65000
2024-06-23,Cabai Merah Keriting,Curly Chilies,Jabodetabek,51875,45000,60000
2024-06-24,Cabai Merah Keriting,Curly Chilies,Jabodetabek,52012.5,45000,60000
2024-06-25,Cabai Merah Keriting,Curly Chilies,Jabodetabek,49597.56,40000,60000
2024-06-26,Cabai Merah Keriting,Curly Chilies,Jabodetabek,50806.82,41500,60000
